video_id,subgroup,segment_index,start,end,content_type,alignment_score,narration,hands_visible,instructional_density,visual_avg_score,visual_pct_correlated,transcript_avg_score,transcript_pct_correlated,n_visual,n_transcript
aqfyRUVSq9I,conventional,63,620,630,diagram_or_whiteboard,100,True,True,4,47.5,50.0,91.0,100.0,2,2
aqfyRUVSq9I,conventional,64,630,640,diagram_or_whiteboard,100,True,True,4,95.0,100.0,89.0,100.0,2,2
aqfyRUVSq9I,conventional,65,640,650,diagram_or_whiteboard,100,True,True,4,95.0,100.0,42.5,50.0,2,2
aqfyRUVSq9I,conventional,66,650,660,diagram_or_whiteboard,100,True,True,4,95.0,100.0,45.0,50.0,2,2
aqfyRUVSq9I,conventional,67,660,670,diagram_or_whiteboard,100,True,True,4,92.5,100.0,40.0,50.0,2,2
aqfyRUVSq9I,conventional,68,670,680,diagram_or_whiteboard,100,True,True,4,95.0,100.0,10.0,0.0,2,2
aqfyRUVSq9I,conventional,69,680,690,diagram_or_whiteboard,100,True,True,4,95.0,100.0,40.0,50.0,2,2
aqfyRUVSq9I,conventional,70,690,700,diagram_or_whiteboard,100,True,True,4,47.5,50.0,92.5,100.0,2,2
aqfyRUVSq9I,conventional,71,700,710,diagram_or_whiteboard,100,True,True,4,95.0,100.0,30.0,50.0,2,2
aqfyRUVSq9I,conventional,72,710,720,diagram_or_whiteboard,100,True,True,4,95.0,100.0,30.0,50.0,2,2
aqfyRUVSq9I,conventional,73,720,730,diagram_or_whiteboard,100,True,True,4,95.0,100.0,0.0,0.0,2,2
aqfyRUVSq9I,conventional,74,730,740,diagram_or_whiteboard,100,True,True,4,95.0,100.0,46.0,50.0,2,2
aqfyRUVSq9I,conventional,75,740,750,diagram_or_whiteboard,100,True,True,4,95.0,100.0,40.0,50.0,2,2
aqfyRUVSq9I,conventional,76,750,760,diagram_or_whiteboard,100,True,True,4,47.5,50.0,0.0,0.0,2,2
aqfyRUVSq9I,conventional,77,760,770,diagram_or_whiteboard,100,True,True,4,92.5,100.0,10.0,0.0,2,2
aqfyRUVSq9I,conventional,78,770,780,diagram_or_whiteboard,100,True,True,4,95.0,100.0,42.5,50.0,2,2
aqfyRUVSq9I,conventional,79,780,790,diagram_or_whiteboard,100,True,True,4,47.5,50.0,0.0,0.0,2,2
aqfyRUVSq9I,conventional,80,790,800,diagram_or_whiteboard,100,True,True,4,0.0,0.0,0.0,0.0,2,2
aqfyRUVSq9I,conventional,81,800,810,diagram_or_whiteboard,100,True,True,4,0.0,0.0,0.0,0.0,2,2
aqfyRUVSq9I,conventional,82,810,820,diagram_or_whiteboard,100,True,True,4,95.0,100.0,0.0,0.0,2,2
aqfyRUVSq9I,conventional,83,820,830,diagram_or_whiteboard,100,True,True,4,35.0,50.0,45.0,50.0,2,2
aqfyRUVSq9I,conventional,84,830,840,diagram_or_whiteboard,100,True,True,4,40.0,50.0,45.0,50.0,2,2
aqfyRUVSq9I,conventional,85,840,850,diagram_or_whiteboard,100,True,True,4,47.5,50.0,35.0,50.0,2,2
aqfyRUVSq9I,conventional,86,850,860,presenter_talking,100,True,False,1,0.0,0.0,90.0,100.0,2,2
aqfyRUVSq9I,conventional,87,860,870,presenter_talking,100,True,True,1,0.0,0.0,45.0,50.0,2,2
aqfyRUVSq9I,conventional,88,870,880,presenter_talking,100,True,False,1,40.0,50.0,47.5,50.0,2,2
aqfyRUVSq9I,conventional,89,880,890,presenter_talking,100,True,False,1,45.0,50.0,46.0,50.0,2,2
aqfyRUVSq9I,conventional,90,890,900,presenter_talking,100,True,False,1,47.5,50.0,46.0,50.0,2,2
aqfyRUVSq9I,conventional,91,900,910,presenter_talking,95,True,True,2,10.0,0.0,45.0,50.0,2,2
aqfyRUVSq9I,conventional,92,910,920,presenter_talking,95,True,True,2,0.0,0.0,42.5,50.0,2,2
aqfyRUVSq9I,conventional,93,920,927,presenter_talking,95,True,True,3,0.0,0.0,0.0,0.0,2,2
-AKD2Lv7XqI,conventional,1,0,10,presenter_talking,100,True,True,4,31.666666666666668,33.33333333333333,55.0,66.66666666666666,3,3
-AKD2Lv7XqI,conventional,2,10,20,diagram_or_whiteboard,100,True,True,5,53.333333333333336,66.66666666666666,31.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,3,20,30,diagram_or_whiteboard,100,True,False,4,26.666666666666668,33.33333333333333,26.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,4,30,40,diagram_or_whiteboard,100,True,False,3,61.666666666666664,66.66666666666666,30.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,5,40,50,diagram_or_whiteboard,100,True,True,4,63.333333333333336,66.66666666666666,6.666666666666667,0.0,3,3
-AKD2Lv7XqI,conventional,6,50,60,diagram_or_whiteboard,100,True,True,5,63.333333333333336,66.66666666666666,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,7,60,70,diagram_or_whiteboard,100,True,True,5,31.666666666666668,33.33333333333333,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,8,70,80,diagram_or_whiteboard,100,True,False,5,95.0,100.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,9,80,90,diagram_or_whiteboard,100,True,False,4,31.666666666666668,33.33333333333333,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,10,90,100,diagram_or_whiteboard,100,True,True,5,31.666666666666668,33.33333333333333,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,11,100,110,diagram_or_whiteboard,100,True,True,5,63.333333333333336,66.66666666666666,16.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,12,110,120,diagram_or_whiteboard,100,True,True,4,61.666666666666664,66.66666666666666,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,13,120,130,diagram_or_whiteboard,100,True,True,4,30.0,33.33333333333333,31.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,14,130,140,diagram_or_whiteboard,100,True,True,5,63.333333333333336,66.66666666666666,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,15,140,150,diagram_or_whiteboard,100,True,True,5,26.666666666666668,33.33333333333333,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,16,150,160,diagram_or_whiteboard,100,True,True,5,0.0,0.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,17,160,170,diagram_or_whiteboard,100,True,True,5,31.666666666666668,33.33333333333333,30.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,18,170,180,diagram_or_whiteboard,100,True,True,4,0.0,0.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,19,180,190,diagram_or_whiteboard,100,True,True,5,0.0,0.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,20,190,200,diagram_or_whiteboard,100,True,True,5,0.0,0.0,30.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,21,200,210,diagram_or_whiteboard,100,True,True,5,88.33333333333333,100.0,65.0,66.66666666666666,3,3
-AKD2Lv7XqI,conventional,22,210,220,diagram_or_whiteboard,100,True,True,5,31.666666666666668,33.33333333333333,30.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,23,220,230,diagram_or_whiteboard,100,True,True,5,90.0,100.0,86.0,100.0,3,3
-AKD2Lv7XqI,conventional,24,230,240,diagram_or_whiteboard,100,True,True,5,95.0,100.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,25,240,250,diagram_or_whiteboard,100,True,True,5,91.66666666666667,100.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,26,250,260,diagram_or_whiteboard,100,True,True,5,63.333333333333336,66.66666666666666,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,27,260,270,diagram_or_whiteboard,100,True,True,5,96.0,100.0,30.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,28,270,280,diagram_or_whiteboard,100,True,True,5,31.666666666666668,33.33333333333333,30.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,29,280,290,diagram_or_whiteboard,100,True,True,5,48.333333333333336,66.66666666666666,20.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,30,290,300,diagram_or_whiteboard,100,True,True,5,0.0,0.0,26.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,31,300,310,equipment_closeup,0,False,False,1,26.666666666666668,33.33333333333333,30.0,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,32,310,320,hands_on_demonstration,80,True,True,4,0.0,0.0,26.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,33,320,330,hands_on_demonstration,80,True,True,4,28.333333333333332,33.33333333333333,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,34,330,340,equipment_closeup,80,True,True,4,28.333333333333332,33.33333333333333,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,35,340,350,equipment_closeup,80,True,True,4,0.0,0.0,6.666666666666667,0.0,3,3
-AKD2Lv7XqI,conventional,36,350,360,equipment_closeup,80,True,True,4,31.666666666666668,33.33333333333333,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,37,360,370,equipment_closeup,80,True,True,4,0.0,0.0,83.33333333333333,100.0,3,3
-AKD2Lv7XqI,conventional,38,370,380,diagram_or_whiteboard,80,True,True,4,26.666666666666668,33.33333333333333,31.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,39,380,390,diagram_or_whiteboard,80,True,True,4,63.333333333333336,66.66666666666666,31.666666666666668,33.33333333333333,3,3
-AKD2Lv7XqI,conventional,40,390,400,equipment_closeup,80,True,True,4,58.333333333333336,66.66666666666666,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,41,400,410,equipment_closeup,80,True,True,4,0.0,0.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,42,410,420,equipment_closeup,80,True,False,4,0.0,0.0,0.0,0.0,3,3
-AKD2Lv7XqI,conventional,43,420,430,equipment_closeup,80,True,True,4,0.0,0.0,0.0,0.0,0,3
-AKD2Lv7XqI,conventional,44,430,439,presenter_talking,80,True,True,4,0.0,0.0,0.0,0.0,0,3
RiRyzLl4Y8U,conventional,1,0,10,equipment_closeup,100,True,False,4,95.0,100.0,30.0,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,2,10,20,diagram_or_whiteboard,100,True,False,5,63.333333333333336,66.66666666666666,31.666666666666668,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,3,20,30,diagram_or_whiteboard,0,False,False,1,94.16666666666667,100.0,30.833333333333332,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,4,30,40,diagram_or_whiteboard,100,True,False,4,95.5,100.0,10.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,5,40,50,diagram_or_whiteboard,100,True,False,5,62.5,66.66666666666666,15.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,6,50,60,diagram_or_whiteboard,100,True,False,5,94.16666666666667,100.0,55.333333333333336,66.66666666666666,6,6
RiRyzLl4Y8U,conventional,7,60,70,slide_or_powerpoint,100,True,False,5,15.833333333333334,16.666666666666664,45.833333333333336,50.0,6,6
RiRyzLl4Y8U,conventional,8,70,80,slide_or_powerpoint,100,True,False,5,30.833333333333332,33.33333333333333,15.833333333333334,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,9,80,90,slide_or_powerpoint,100,True,False,5,95.0,100.0,15.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,10,90,100,slide_or_powerpoint,100,True,False,5,15.833333333333334,16.666666666666664,46.166666666666664,50.0,6,6
RiRyzLl4Y8U,conventional,11,100,110,slide_or_powerpoint,100,True,False,5,74.16666666666667,83.33333333333334,10.833333333333334,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,12,110,120,slide_or_powerpoint,100,True,False,5,0.0,0.0,5.0,0.0,6,6
RiRyzLl4Y8U,conventional,13,120,130,slide_or_powerpoint,100,True,False,4,63.333333333333336,66.66666666666666,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,14,130,140,slide_or_powerpoint,100,True,False,5,30.833333333333332,33.33333333333333,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,15,140,150,slide_or_powerpoint,100,True,False,5,62.5,66.66666666666666,17.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,16,150,160,slide_or_powerpoint,100,True,False,5,63.333333333333336,66.66666666666666,3.3333333333333335,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,17,160,170,diagram_or_whiteboard,100,True,False,3,0.0,0.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,18,170,180,diagram_or_whiteboard,100,True,False,4,92.5,100.0,10.0,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,19,180,190,diagram_or_whiteboard,100,True,False,4,78.33333333333333,83.33333333333334,10.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,20,190,200,diagram_or_whiteboard,100,True,False,3,95.0,100.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,21,200,210,diagram_or_whiteboard,100,True,False,3,91.66666666666667,100.0,3.3333333333333335,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,22,210,220,animation_or_graphic,100,True,False,4,13.333333333333334,16.666666666666664,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,23,220,230,animation_or_graphic,100,True,False,4,79.16666666666667,83.33333333333334,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,24,230,240,diagram_or_whiteboard,100,True,False,3,91.66666666666667,100.0,15.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,25,240,250,diagram_or_whiteboard,100,True,False,4,42.5,50.0,13.333333333333334,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,26,250,260,diagram_or_whiteboard,100,True,False,5,42.5,50.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,27,260,270,diagram_or_whiteboard,100,True,False,5,0.0,0.0,11.666666666666666,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,28,270,280,diagram_or_whiteboard,100,True,False,5,77.5,83.33333333333334,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,29,280,290,diagram_or_whiteboard,100,True,False,5,46.666666666666664,50.0,15.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,30,290,300,hands_on_demonstration,100,True,True,3,63.333333333333336,66.66666666666666,1.6666666666666667,0.0,6,6
RiRyzLl4Y8U,conventional,31,300,310,diagram_or_whiteboard,100,True,False,4,27.5,33.33333333333333,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,32,310,320,slide_or_powerpoint,100,True,False,5,93.33333333333333,100.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,33,320,330,slide_or_powerpoint,100,True,False,5,95.0,100.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,34,330,340,slide_or_powerpoint,100,True,False,5,94.16666666666667,100.0,48.333333333333336,50.0,6,6
RiRyzLl4Y8U,conventional,35,340,350,hands_on_demonstration,100,True,True,2,94.16666666666667,100.0,30.333333333333332,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,36,350,360,hands_on_demonstration,100,True,True,2,45.0,50.0,41.666666666666664,50.0,6,6
RiRyzLl4Y8U,conventional,37,360,370,hands_on_demonstration,100,True,True,2,95.0,100.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,38,370,380,hands_on_demonstration,100,True,True,2,95.0,100.0,15.833333333333334,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,39,380,390,hands_on_demonstration,100,True,True,2,95.0,100.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,40,390,400,screen_or_software,100,True,False,2,90.83333333333333,100.0,30.333333333333332,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,41,400,410,screen_or_software,100,True,False,2,90.0,100.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,42,410,420,diagram_or_whiteboard,100,True,False,3,79.16666666666667,83.33333333333334,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,43,420,430,diagram_or_whiteboard,100,True,False,3,93.33333333333333,100.0,6.666666666666667,0.0,6,6
RiRyzLl4Y8U,conventional,44,430,440,hands_on_demonstration,100,True,True,2,63.333333333333336,66.66666666666666,15.833333333333334,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,45,440,450,hands_on_demonstration,100,True,True,2,15.0,16.666666666666664,12.5,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,46,450,460,slide_or_powerpoint,100,True,False,5,79.16666666666667,83.33333333333334,25.0,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,47,460,470,slide_or_powerpoint,100,True,False,5,90.83333333333333,100.0,15.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,48,470,480,slide_or_powerpoint,100,True,False,5,79.16666666666667,83.33333333333334,45.0,50.0,6,6
RiRyzLl4Y8U,conventional,49,480,490,slide_or_powerpoint,100,True,False,5,77.5,83.33333333333334,45.0,50.0,6,6
RiRyzLl4Y8U,conventional,50,490,500,slide_or_powerpoint,100,True,False,5,15.833333333333334,16.666666666666664,15.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,51,500,510,slide_or_powerpoint,100,True,False,3,92.5,100.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,52,510,520,slide_or_powerpoint,100,True,False,3,13.333333333333334,16.666666666666664,34.166666666666664,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,53,520,530,hands_on_demonstration,100,True,True,2,82.5,83.33333333333334,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,54,530,540,hands_on_demonstration,100,True,True,2,79.16666666666667,83.33333333333334,48.333333333333336,50.0,6,6
RiRyzLl4Y8U,conventional,55,540,550,hands_on_demonstration,100,True,True,2,45.833333333333336,50.0,30.333333333333332,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,56,550,560,hands_on_demonstration,100,True,True,2,75.83333333333333,83.33333333333334,28.333333333333332,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,57,560,570,hands_on_demonstration,100,True,True,2,40.0,50.0,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,58,570,580,slide_or_powerpoint,100,True,False,3,74.16666666666667,83.33333333333334,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,59,580,590,slide_or_powerpoint,100,True,False,3,60.0,66.66666666666666,10.0,16.666666666666664,6,6
RiRyzLl4Y8U,conventional,60,590,600,slide_or_powerpoint,100,True,False,3,58.333333333333336,66.66666666666666,3.3333333333333335,0.0,6,6
RiRyzLl4Y8U,conventional,61,600,610,slide_or_powerpoint,100,True,False,5,66.66666666666667,66.66666666666666,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,62,610,620,slide_or_powerpoint,100,True,False,3,95.0,100.0,30.666666666666668,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,63,620,630,slide_or_powerpoint,100,True,False,4,91.66666666666667,100.0,23.333333333333332,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,64,630,640,hands_on_demonstration,90,True,True,3,94.16666666666667,100.0,39.666666666666664,50.0,6,6
RiRyzLl4Y8U,conventional,65,640,650,hands_on_demonstration,100,True,True,3,91.66666666666667,100.0,38.333333333333336,50.0,6,6
RiRyzLl4Y8U,conventional,66,650,660,slide_or_powerpoint,100,True,False,4,46.666666666666664,50.0,50.5,66.66666666666666,6,6
RiRyzLl4Y8U,conventional,67,660,670,slide_or_powerpoint,100,True,False,5,60.833333333333336,66.66666666666666,0.0,0.0,6,6
RiRyzLl4Y8U,conventional,68,670,680,slide_or_powerpoint,100,True,False,4,80.0,83.33333333333334,30.333333333333332,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,69,680,690,slide_or_powerpoint,100,True,False,5,93.33333333333333,100.0,61.166666666666664,66.66666666666666,6,6
RiRyzLl4Y8U,conventional,70,690,700,slide_or_powerpoint,100,True,False,4,95.0,100.0,30.0,33.33333333333333,6,6
RiRyzLl4Y8U,conventional,71,700,710,hands_on_demonstration,100,True,True,4,93.33333333333333,100.0,42.166666666666664,50.0,6,6
RiRyzLl4Y8U,conventional,72,710,720,hands_on_demonstration,100,True,True,4,93.33333333333333,100.0,27.5,33.33333333333333,6,6
